Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collecting_institution,common_name,strain,subtype,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),host_common_name,host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,receipt_date,ReleaseDate,create_date,version,Sample Name,Sample_Name,SRA Study,Submitter_Id,system type
ERR3474721,WGS,302,1122478432,PRJEB33950,SAMEA5859133,497937851,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yam,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496348,SAMEA5859133,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:22:00Z,1,SAMEA5859133,sample_144,ERP116786,sample_144,in vivo human
ERR3474722,WGS,302,1460382306,PRJEB33950,SAMEA5859134,641260521,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496349,SAMEA5859134,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:10:50Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:23:00Z,1,SAMEA5859134,sample_145,ERP116786,sample_145,in vivo human
ERR3474723,WGS,302,1100383206,PRJEB33950,SAMEA5859135,489822272,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496350,SAMEA5859135,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:10:28Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:23:00Z,1,SAMEA5859135,sample_146,ERP116786,sample_146,in vivo human
ERR3474724,WGS,302,1322088352,PRJEB33950,SAMEA5859136,595941888,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496351,SAMEA5859136,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:09:47Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:23:00Z,1,SAMEA5859136,sample_147,ERP116786,sample_147,in vivo human
ERR3474725,WGS,302,1239028688,PRJEB33950,SAMEA5859137,543430784,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496352,SAMEA5859137,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:07:45Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:24:00Z,1,SAMEA5859137,sample_148,ERP116786,sample_148,in vivo human
ERR3474726,WGS,302,602750022,PRJEB33950,SAMEA5859138,272168220,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496353,SAMEA5859138,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:07:19Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:23:00Z,1,SAMEA5859138,sample_149,ERP116786,sample_149,in vivo human
ERR3474727,WGS,302,1072581690,PRJEB33950,SAMEA5859139,473292767,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496354,SAMEA5859139,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:34Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:24:00Z,1,SAMEA5859139,sample_150,ERP116786,sample_150,in vivo human
ERR3474728,WGS,302,820397798,PRJEB33950,SAMEA5859140,360600171,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496355,SAMEA5859140,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:05:52Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:24:00Z,1,SAMEA5859140,sample_151,ERP116786,sample_151,in vivo human
ERR3474729,WGS,302,590633178,PRJEB33950,SAMEA5859141,263003002,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496356,SAMEA5859141,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:05:21Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:24:00Z,1,SAMEA5859141,sample_152,ERP116786,sample_152,in vivo human
ERR3474730,WGS,302,302307436,PRJEB33950,SAMEA5859142,135007680,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496357,SAMEA5859142,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:24:00Z,1,SAMEA5859142,sample_153,ERP116786,sample_153,in vivo human
ERR3474731,WGS,302,32407016,PRJEB33950,SAMEA5859143,14750269,CARDIFF UNIVERSITY,Public Health Wales,Influenza Vic,,,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496358,SAMEA5859143,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Victoria/2/1987),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:25:00Z,1,SAMEA5859143,sample_154,ERP116786,sample_154,in vivo human
ERR3474732,WGS,302,891775196,PRJEB33950,SAMEA5859144,395998848,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496359,SAMEA5859144,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:25:00Z,1,SAMEA5859144,sample_155,ERP116786,sample_155,in vivo human
ERR3474733,WGS,302,40996500,PRJEB33950,SAMEA5859145,20145417,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496360,SAMEA5859145,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:25:00Z,1,SAMEA5859145,sample_156,ERP116786,sample_156,in vivo human
ERR3474734,WGS,302,75651302,PRJEB33950,SAMEA5859146,37279982,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496361,SAMEA5859146,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:25:00Z,1,SAMEA5859146,sample_157,ERP116786,sample_157,in vivo human
ERR3474735,WGS,302,150489318,PRJEB33950,SAMEA5859147,73678152,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496362,SAMEA5859147,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:25:00Z,1,SAMEA5859147,sample_158,ERP116786,sample_158,in vivo human
ERR3474736,WGS,302,111430450,PRJEB33950,SAMEA5859148,54271292,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496363,SAMEA5859148,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:25:00Z,1,SAMEA5859148,sample_159,ERP116786,sample_159,in vivo human
ERR3474737,WGS,302,24639576,PRJEB33950,SAMEA5859149,12223296,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496364,SAMEA5859149,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:26:00Z,1,SAMEA5859149,sample_160,ERP116786,sample_160,in vivo human
ERR3474738,WGS,302,345712386,PRJEB33950,SAMEA5859150,169856627,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496365,SAMEA5859150,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:26:00Z,1,SAMEA5859150,sample_161,ERP116786,sample_161,in vivo human
ERR3474739,WGS,302,73477506,PRJEB33950,SAMEA5859151,36205842,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496366,SAMEA5859151,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:26:00Z,1,SAMEA5859151,sample_162,ERP116786,sample_162,in vivo human
ERR3474740,WGS,302,239507140,PRJEB33950,SAMEA5859152,117596479,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496367,SAMEA5859152,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:26:00Z,1,SAMEA5859152,sample_163,ERP116786,sample_163,in vivo human
ERR3474741,WGS,302,72703782,PRJEB33950,SAMEA5859153,35819098,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496368,SAMEA5859153,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:26:00Z,1,SAMEA5859153,sample_164,ERP116786,sample_164,in vivo human
ERR3474742,WGS,302,146411110,PRJEB33950,SAMEA5859154,71474310,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496369,SAMEA5859154,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:26:00Z,1,SAMEA5859154,sample_165,ERP116786,sample_165,in vivo human
ERR3474743,WGS,302,100954976,PRJEB33950,SAMEA5859155,49575781,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496370,SAMEA5859155,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:26:00Z,1,SAMEA5859155,sample_166,ERP116786,sample_166,in vivo human
ERR3474744,WGS,302,103193400,PRJEB33950,SAMEA5859156,50493381,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496371,SAMEA5859156,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:26:00Z,1,SAMEA5859156,sample_167,ERP116786,sample_167,in vivo human
ERR3474745,WGS,302,241343602,PRJEB33950,SAMEA5859157,118360018,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496372,SAMEA5859157,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:27:00Z,1,SAMEA5859157,sample_168,ERP116786,sample_168,in vivo human
ERR3474746,WGS,302,183194408,PRJEB33950,SAMEA5859158,90891004,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496373,SAMEA5859158,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:27:00Z,1,SAMEA5859158,sample_169,ERP116786,sample_169,in vivo human
ERR3474747,WGS,302,126306366,PRJEB33950,SAMEA5859159,62271703,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496374,SAMEA5859159,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:27:00Z,1,SAMEA5859159,sample_170,ERP116786,sample_170,in vivo human
ERR3474748,WGS,302,66766160,PRJEB33950,SAMEA5859160,32870718,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496375,SAMEA5859160,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:27:00Z,1,SAMEA5859160,sample_171,ERP116786,sample_171,in vivo human
ERR3474749,WGS,302,63121926,PRJEB33950,SAMEA5859161,31108302,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496376,SAMEA5859161,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:27:00Z,1,SAMEA5859161,sample_172,ERP116786,sample_172,in vivo human
ERR3474750,WGS,302,817377496,PRJEB33950,SAMEA5859162,364449187,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496377,SAMEA5859162,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:06:53Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:28:00Z,1,SAMEA5859162,sample_173,ERP116786,sample_173,in vivo human
ERR3474751,WGS,302,996227634,PRJEB33950,SAMEA5859163,444302540,CARDIFF UNIVERSITY,Public Health Wales,Influenza Yamagata Lineage,B/Yamagata/16/1988,IBV,public,"sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496378,SAMEA5859163,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T12:06:31Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Yamagata/16/1988),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:28:00Z,1,SAMEA5859163,sample_174,ERP116786,sample_174,in vivo human
ERR3474752,WGS,302,1220872750,PRJEB33950,SAMEA5859164,536459935,CARDIFF UNIVERSITY,Public Health Wales,Influenza Vic,,,public,"sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496379,SAMEA5859164,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Victoria/2/1987),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:28:00Z,1,SAMEA5859164,sample_175,ERP116786,sample_175,in vivo human
ERR3474753,WGS,302,269523826,PRJEB33950,SAMEA5859165,133352770,CARDIFF UNIVERSITY,Public Health Wales,Influenza H1N1,,,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496380,SAMEA5859165,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H1N1 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:28:00Z,1,SAMEA5859165,sample_176,ERP116786,sample_176,in vivo human
ERR3474754,WGS,302,1383540218,PRJEB33950,SAMEA5859166,607069969,CARDIFF UNIVERSITY,Public Health Wales,Influenza Vic,,,public,"sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496381,SAMEA5859166,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,Influenza B virus (B/Victoria/2/1987),ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:28:00Z,1,SAMEA5859166,sample_177,ERP116786,sample_177,in vivo human
ERR3474755,WGS,302,220469060,PRJEB33950,SAMEA5859167,108305057,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496382,SAMEA5859167,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:28:00Z,1,SAMEA5859167,sample_178,ERP116786,sample_178,in vivo human
ERR3474756,WGS,302,66696700,PRJEB33950,SAMEA5859168,31656424,CARDIFF UNIVERSITY,Public Health Wales,Influenza H3N2,,,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-08-18,2019-08-18T00:00:00Z,2019-08-09,2019-08-09,ERX3496383,SAMEA5859168,United Kingdom,Europe,United Kingdom,human,not provided,Homo sapiens,not provided,Cardiff University,Cardiff University,2019-08-18T17:04:51Z,2019-08-09T11:51:35Z,public,NextSeq 500,1,PAIRED,RT-PCR,OTHER,H3N2 subtype,ILLUMINA,2018-09-01,2019-08-19T00:00:00Z,2019-08-19T08:28:00Z,1,SAMEA5859168,sample_179,ERP116786,sample_179,in vivo human
