Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,specimen_id,SRA Study,lat_lon,system type,subtype,strain
SRR10013266,AMPLICON,302,429263102,PRJNA561158,SAMN12610125,Viral,115945282,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-04-06,public,"sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751319,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50774,nasal/throat swab,HS1911_B,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS1911,HS1911,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013267,AMPLICON,302,433350672,PRJNA561158,SAMN12610126,Viral,75173987,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-04-09,public,"run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751318,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50064,nasal/throat swab,HS1914_B,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS1914,HS1914,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013268,AMPLICON,302,472771638,PRJNA561158,SAMN12610129,Viral,129440543,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-03-13,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751317,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50003,nasal/throat swab,HS2574_B,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,HS2574,HS2574,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013269,AMPLICON,302,508458374,PRJNA561158,SAMN12610130,Viral,166638713,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-03-21,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751316,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51390,nasal/throat swab,HS2585_B,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,HS2585,HS2585,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013270,AMPLICON,302,352573524,PRJNA561158,SAMN12610131,Viral,10478752,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-04-18,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751315,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51324,nasal/throat swab,HS2637_B,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS2637,HS2637,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013271,AMPLICON,302,492835310,PRJNA561158,SAMN12610133,Viral,199166764,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2016-05-15,public,"run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751314,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51122,nasal/throat swab,HS2681_B,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,HS2681,HS2681,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013272,AMPLICON,302,1014738422,PRJNA561158,SAMN12610143,Viral,442146388,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-02-10,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751313,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,301587,nasal/throat swab,M53957_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:48:00Z,3,M53957,M53957,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013273,AMPLICON,302,359286380,PRJNA561158,SAMN12610135,Viral,52140781,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-03-16,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751312,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50207,nasal/throat swab,HS3171_B,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS3171,HS3171,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013274,AMPLICON,302,382537360,PRJNA561158,SAMN12610137,Viral,20192743,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-04-03,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751311,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50540,nasal/throat swab,HS3230_B,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS3230,HS3230,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013275,AMPLICON,302,431215834,PRJNA561158,SAMN12610140,Viral,173434982,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-04-24,public,"run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Influenza,SRX6751310,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51121,nasal/throat swab,HS3258_B,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,HS3258,HS3258,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013276,AMPLICON,302,210605136,PRJNA561158,SAMN12610190,Viral,81848917,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-04-10,public,"sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751309,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50644,nasal/throat swab,MH16381_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,MH16381,MH16381,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013277,AMPLICON,302,416557358,PRJNA561158,SAMN12610180,Viral,169072630,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2017-02-16,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751308,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51337,nasal/throat swab,MH15236_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,MH15236,MH15236,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013278,AMPLICON,302,335948726,PRJNA561158,SAMN12610112,Viral,132249666,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-04,public,"run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Influenza,SRX6751307,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50664,nasal/throat swab,HS1769_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,HS1769,HS1769,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013279,AMPLICON,302,404265656,PRJNA561158,SAMN12610113,Viral,162167087,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-06,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Influenza,SRX6751306,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50004,nasal/throat swab,HS1788_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:47:00Z,3,HS1788,HS1788,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013280,AMPLICON,302,245114374,PRJNA561158,SAMN12610115,Viral,99853216,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-16,public,"run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Influenza,SRX6751305,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50099,nasal/throat swab,HS1822_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS1822,HS1822,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013281,AMPLICON,302,242228160,PRJNA561158,SAMN12610116,Viral,98555212,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-17,public,"sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751304,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,51091,nasal/throat swab,HS1846_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS1846,HS1846,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013282,AMPLICON,302,436575428,PRJNA561158,SAMN12610122,Viral,170334080,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2015-03-29,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751303,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,50019,nasal/throat swab,HS1892_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,HS1892,HS1892,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013283,AMPLICON,302,489050948,PRJNA561158,SAMN12610151,Viral,178641153,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-03-01,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751302,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,301557,nasal/throat swab,M54368_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:33:00Z,3,M54368,M54368,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013284,AMPLICON,302,518406254,PRJNA561158,SAMN12610153,Viral,217952362,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-03-28,public,"sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Influenza,SRX6751301,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,300521,nasal/throat swab,M54878_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:34:00Z,3,M54878,M54878,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
SRR10013285,AMPLICON,302,495087022,PRJNA561158,SAMN12610146,Viral,139361988,UNIVERSITY OF MICHIGAN - LAURING LAB,Monto Lab,2011-02-16,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Influenza,SRX6751300,USA,North America,USA: University of Michigan Hospital,Homo sapiens,NextSeq 500,300257,nasal/throat swab,M54058_A,PAIRED,RT-PCR,VIRAL RNA,unidentified influenza virus,ILLUMINA,2019-09-16T00:00:00Z,2019-08-26T13:46:00Z,3,M54058,M54058,SRP219100,42.284062 N 83.727127 W,in vivo human,IBV,B/Victoria/504/2000
